Make,Model,Nickname,Car Gender,Buyer Gender,Buyer Age,Buzzword,Country,City,Dealer Latitude,Dealer Longitude,Color,New Car,Purchase Date,Sale Price,Discount,Resell Price,5-yr Depreciation,Top Speed,0-60 Time
Chevrolet,1500,Corenda,Male,Female,25,collaboration,Philippines,Tubigan,8.490877,124.345771,Khaki,FALSE,20/03/2002,49909.44,0.448,2000.84,0.25,239.6,11.2
Suzuki,Swift,Valentin,Female,Male,56,Multi-lateral,Thailand,Phak Hai,14.371666,100.314818,Orange,FALSE,22/10/2014,48575.9,0.4042,18682.76,0.06,237.9,2.9
Mitsubishi,Expo,Wendell,Male,Male,57,Organic,United States,Fort Smith,35.3756077,-94.4313928,Mauv,TRUE,25/09/2015,40907.62,0.1035,29775.55,0.01,221.1,5.5
BMW,5 Series,Chelsae,Female,Female,28,knowledge base,Vietnam,Thị Trấn Nước Hai,22.7370366,106.1536828,Turquoise,TRUE,04/06/2003,49907.69,0.1772,32822.29,0.05,144.9,5.6
Saturn,VUE,Anthiathia,Female,Female,20,Profit-focused,Indonesia,Masape,-2.6778303,118.887477,Puce,TRUE,06/03/2003,33310.37,0.3266,21517.7,0.23,214.9,8.5
Audi,Cabriolet,Nathalie,Female,Female,73,next generation,China,Qinghe,37.039991,115.667208,Indigo,TRUE,28/12/2013,13968.65,0.4328,18483.43,0.06,248.7,8.8
Dodge,Neon,Tommy,Female,Female,56,solution,Madagascar,Andovoranto,-18.9549753,49.1082407,Goldenrod,TRUE,24/07/2003,77818.1,0.2826,3670.41,0.17,161.9,13.7
Chevrolet,3500,Isahella,Male,Female,30,success,Indonesia,Weru,-6.7120714,108.495859,Aquamarine,TRUE,26/11/2005,45110.09,0.5553,38986.16,0.05,147.9,5
Pontiac,Bonneville,Ali,Male,Male,64,client-server,China,Gaojialing,29.164409,116.78956,Violet,FALSE,16/05/2012,95578.64,0.2693,35509.01,0.12,207.8,12.8
Subaru,Impreza WRX,Findlay,Female,Male,33,Open-source,Greece,Agía Varvára,37.9904219,23.6583002,Blue,TRUE,18/10/2004,66723.1,0.485,42335.42,0.22,132.3,14.9
Hyundai,Accent,Murdock,Female,Male,73,directional,Indonesia,Kuwumkumambal,-8.4879,115.1696,Purple,FALSE,22/05/2013,28979.84,0.4011,35159.94,0.03,242.4,7.8
Saturn,Outlook,Thorpe,Male,Male,31,standardization,Slovenia,Velenje,46.3499163,15.1107601,Green,TRUE,15/11/2017,43843.34,0.6006,42989.9,0.18,122.1,14.6
Audi,5000S,Marco,Male,Male,44,workforce,China,Tianyuan,27.826866,113.082216,Red,FALSE,28/09/2018,70606.62,0.1916,17116.23,0.09,125.7,9.4
Ford,Ranger,Adler,Male,Male,70,framework,Russia,Chastyye,57.28876,54.97278,Puce,TRUE,24/09/2011,62034.33,0.5436,37348.67,0.16,138.9,7.4
Kia,Sportage,Craggy,Female,Male,57,Secured,Philippines,Bangui,16.9905258,121.637093,Blue,TRUE,09/03/2010,96510.33,0.2219,26280.04,0.08,176.8,12.3
Audi,A4,Claribel,Male,Female,39,solution-oriented,China,Guandu,25.015105,102.743811,Teal,TRUE,15/03/2015,75919.38,0.4638,38227.07,0.24,123.3,8.1
Kia,Rondo,Boyd,Male,Male,67,4th generation,China,Libei,23.2252,113.148534,Fuscia,FALSE,15/06/2012,62077.25,0.0762,7715.6,0.09,166,14.7
Mitsubishi,Lancer,Cornell,Male,Male,67,Object-based,Indonesia,Cibaregbeg Dua,-6.9108565,107.1768464,Fuscia,TRUE,07/10/2009,73519.85,0.681,47615.6,0.2,122.1,3.9
Nissan,Pathfinder,Ardys,Male,Female,68,internet solution,Greece,Mesopotamía,40.5042923,21.1592873,Mauv,TRUE,13/11/2009,37553.93,0.2882,8001.46,0.04,194,8.4
Toyota,Celica,Leelah,Male,Female,68,Synchronised,Portugal,Veiros,40.7532484,-8.6105703,Goldenrod,TRUE,18/12/2002,40782.73,0.1497,41762.65,0.09,137.1,3.7
Mazda,B-Series,Perren,Female,Male,73,system engine,Indonesia,Sumberpinang Satu,-7.7788197,113.7692328,Khaki,FALSE,28/02/2013,69884.37,0.4381,40432.61,0.23,211.8,6.9
Buick,Roadmaster,Bondie,Female,Male,74,challenge,Germany,Aachen,50.7925769,6.1597163,Green,TRUE,27/12/2018,15256.87,0.6793,46523.89,0.22,231.6,14.2
Lincoln,Navigator,Sherwin,Male,Male,68,Profound,Philippines,Puerto Galera,13.5218669,120.9617948,Violet,TRUE,18/11/2009,98448.91,0.6656,35793.35,0.21,184.7,12.3
Chevrolet,Silverado,Brady,Female,Male,73,protocol,Portugal,Maia,37.8307393,-25.3919027,Puce,FALSE,16/12/2012,69753.22,0.4921,7705.84,0.05,121,2.1
Ford,Taurus,Delia,Female,Female,48,Quality-focused,Moldova,Ungheni,47.2262024,27.7917874,Violet,FALSE,05/05/2009,18357.69,0.6775,7798.37,0.14,145.2,2.2
Kia,Soul,Edward,Male,Male,53,moderator,Botswana,Mathakola,-22.72125,27.31057,Turquoise,FALSE,28/07/2006,50128.53,0.3364,5811.33,0.21,221.1,13.8
Bentley,Continental GT,Carri,Female,Female,49,groupware,France,Évry,48.6277459,2.4381665,Khaki,TRUE,02/02/2018,51968.35,0.5286,32034.8,0.06,122.4,2.1
BMW,M5,Robinetta,Male,Female,41,frame,France,Créteil,48.7803815,2.4549884,Mauv,FALSE,26/03/2016,16124.34,0.4811,27157,0.15,215.2,11.6
Land Rover,Range Rover,Allianora,Female,Female,35,Innovative,Argentina,Anguil,-36.5337379,-64.0106073,Aquamarine,FALSE,17/01/2010,28352.21,0.4261,18764.15,0.13,216.9,8.5
Mazda,Mazdaspeed 3,Roth,Female,Male,35,extranet,Dominican Republic,Moca,18.9331158,-70.4059336,Orange,TRUE,10/07/2020,39186.35,0.5635,5492.42,0.03,219.7,10.9
Chrysler,Town & Country,Ileane,Male,Female,42,flexibility,Cambodia,Kratié,12.4896877,106.0287512,Goldenrod,TRUE,15/01/2013,44502.71,0.592,21674.89,0.18,178.3,13.6
Saab,9000,Gilberto,Male,Male,26,User-centric,Brazil,Padre Bernardo,-15.158624,-48.2802925,Orange,TRUE,20/02/2008,70346.75,0.0464,32279.3,0.11,209.5,7.7
Nissan,Rogue,Benn,Male,Male,42,dynamic,Peru,San Bernardino,34.0643502,-117.2847875,Purple,FALSE,07/06/2003,38526.11,0.5288,34289.47,0.25,217.9,11.7
Ford,E250,Bliss,Male,Female,21,Versatile,China,Shiyaogou,37.659013,109.339497,Maroon,TRUE,24/11/2010,43290.82,0.45,25865.62,0.05,207.2,2
GMC,Sonoma,Bryanty,Female,Male,62,Progressive,China,Dongli,39.086569,117.314323,Indigo,FALSE,15/01/2002,39157.75,0.5539,4765.46,0.2,156.3,7
Chevrolet,Caprice Classic,Lonni,Female,Female,37,background,China,Xindu,30.823499,104.158705,Fuscia,TRUE,17/02/2004,99676.36,0.5669,34404.47,0.19,192.8,3
Chevrolet,Cobalt,Krissie,Female,Female,35,tangible,Indonesia,Jelat,-7.2816099,108.3771645,Aquamarine,FALSE,07/08/2018,23000.41,0.4942,29527.85,0.19,225.4,4.9
Bentley,Continental Super,Jen,Female,Female,51,extranet,Canada,New-Richmond,48.16059,-65.85823,Pink,FALSE,22/07/2003,18363.39,0.1725,45809.85,0.03,173.2,3.3
Chevrolet,Cobalt SS,Dulciana,Female,Female,61,system-worthy,Indonesia,Tanjungsari Barat,-6.4054875,107.7458559,Violet,FALSE,31/08/2010,94920.42,0.4958,46690.66,0.21,192.1,5.4
Ford,F-Series,Domenico,Female,Male,37,3rd generation,Czech Republic,Železný Brod,50.64274,15.2540856,Khaki,FALSE,07/10/2014,86314.11,0.2364,29144.38,0.07,168.6,5.3
Porsche,968,Marlie,Male,Female,42,monitoring,China,Changxi,31.026665,119.910952,Puce,FALSE,25/01/2007,76328.03,0.131,26027.58,0.24,149.9,13.1
Dodge,Avenger,Gale,Female,Female,75,scalable,China,Mugala,36.85608,81.660646,Turquoise,TRUE,23/01/2010,60746.73,0.2048,28044.98,0.25,164.7,11.4
Mercedes-Benz,SL-Class,Cate,Female,Female,51,conglomeration,Russia,Poputnaya,44.5140354,41.4352936,Pink,FALSE,26/03/2020,95277.14,0.1097,39619.3,0.09,220.4,14.8
Mitsubishi,Mighty Max Macro,Regina,Female,Female,35,time-frame,Germany,Berlin,52.4639426,13.3728893,Teal,FALSE,16/03/2013,97715.32,0.1246,6842.86,0.16,247.4,11.5
Kia,Sorento,Avrit,Female,Female,65,ability,Russia,Yasnyy,51.0288293,59.8683611,Purple,FALSE,14/02/2016,75015.01,0.1599,9812.19,0.21,147.6,9
BMW,3 Series,Lindsey,Male,Female,62,software,Pakistan,Jalālpur,32.7436286,74.2751428,Teal,FALSE,13/09/2018,11081.85,0.0278,2705.45,0.21,186.5,6.4
Chevrolet,Cobalt SS,Benjy,Male,Male,63,clear-thinking,Poland,Włoszakowice,51.9569286,16.3557044,Maroon,FALSE,29/12/2005,21976.98,0.135,40394.61,0.15,162.2,9.4
Dodge,Colt,Stirling,Female,Male,52,Decentralized,Poland,Brusy,53.8750218,17.6581823,Blue,TRUE,28/12/2015,69726.64,0.5592,14792.11,0.22,152.7,3.4
Dodge,Stratus,Kristofer,Female,Male,58,solution,France,Carpiquet,48.804517,-0.7467014,Purple,TRUE,07/03/2002,69715.05,0.1926,24512.6,0.04,179.4,12.5
Pontiac,Grand Am,Corty,Female,Male,51,multi-tasking,Uruguay,La Paz,-34.7486079,-56.2338461,Indigo,TRUE,03/06/2007,97365.32,0.5807,17120.42,0.12,147.4,2.6
BMW,5 Series,Elwira,Female,Female,34,workforce,Russia,Zelenodolsk,55.8697739,48.5236711,Yellow,FALSE,03/08/2009,44007.85,0.5029,11330.34,0.16,240.4,10.8
Dodge,Ram Van 1500,Karin,Male,Female,64,Multi-layered,Philippines,Kumalarang,7.7521794,123.1436468,Indigo,FALSE,26/01/2005,89395.34,0.309,44129.67,0.16,159.7,6.7
Hyundai,Elantra,Cozmo,Male,Male,70,uniform,Thailand,Sathon,13.70832,100.5201019,Aquamarine,TRUE,30/11/2011,68550.3,0.5659,38057.62,0.2,123.2,8.9
Ford,Fusion,Karol,Male,Female,49,Cross-group,Indonesia,Pomahan,-6.8217678,111.4067217,Indigo,TRUE,28/03/2004,17281.51,0.3887,26440.76,0.24,234.3,6.7
Chevrolet,Corvair 500,Deeyn,Male,Female,52,Upgradable,Sweden,Tullinge,59.2212515,17.9196922,Yellow,FALSE,01/04/2006,12457.66,0.0089,6072.49,0.2,232.6,2.3
Pontiac,Solstice,Englebert,Female,Male,71,instruction set,Honduras,Valle de Ángeles,14.160407,-87.0399404,Turquoise,FALSE,07/12/2009,86422.34,0.4698,40703.23,0.07,134.4,4.7
Nissan,Titan,Mallorie,Male,Female,51,bandwidth-monitored,Poland,Nowogard,53.6897029,15.1379238,Fuscia,FALSE,12/02/2019,79471.61,0.059,47119.06,0.03,217.5,6.7
Honda,Fit,Celeste,Female,Female,32,artificial intelligence,Russia,Novaya Lyalya,59.0490896,60.5974703,Yellow,TRUE,20/11/2011,71816.69,0.2873,17458.87,0.1,188.8,14.2
Toyota,Tacoma Xtra,Hewie,Female,Male,29,real-time,Nigeria,Yuli,9.7031412,10.1941399,Orange,FALSE,29/07/2012,47979.17,0.6884,4664.02,0.19,249.7,12.2
Volvo,S80,Misti,Female,Female,66,encompassing,Philippines,Novallas,9.5109216,123.1331939,Maroon,FALSE,01/12/2008,85468.34,0.5227,22565.83,0.19,125.8,13.8
Audi,200,Alika,Female,Female,52,multimedia,Argentina,Tandil,-34.6645787,-58.5055758,Violet,TRUE,25/10/2002,93344.01,0.6154,23118.51,0.04,212.1,8.9
BMW,Z8,Darin,Female,Male,58,system engine,Indonesia,Mekon,-6.2056665,107.0251946,Pink,FALSE,18/08/2019,21136.97,0.6003,38038.58,0.2,185.8,6
Ford,Mustang,Feliks,Male,Male,29,capacity,United States,Portland,45.54,-122.66,Khaki,FALSE,19/04/2002,65994.98,0.5745,35257.4,0.06,215,12
Chevrolet,Sportvan G20,Elliot,Male,Male,55,Realigned,Tanzania,Makumbako,-8.8474131,34.834821,Turquoise,FALSE,17/02/2017,35214.62,0.6718,30542.61,0.2,172.1,14.7
Pontiac,Grand Prix,Englebert,Female,Male,28,extranet,Russia,Klimovsk,55.385815,37.545315,Blue,FALSE,15/03/2011,33552.47,0.5114,27945.93,0.15,218.7,4.7
Nissan,Quest,Rosina,Female,Female,61,neutral,Russia,Tunoshna,57.5440489,40.1259765,Violet,TRUE,01/02/2012,22318.02,0.455,43708.23,0.09,203.5,8.6
GMC,Sierra 2500,Neal,Female,Male,64,parallelism,China,Pengdian,31.528572,114.367092,Blue,FALSE,19/06/2005,86638.86,0.0225,49984.39,0.02,177.1,11.6
Lincoln,Continental,Ashley,Female,Female,23,Optimized,China,Zhongshangang,22.568299,113.485598,Purple,TRUE,09/12/2010,12930.46,0.6798,30894.49,0.14,152.8,6.8
Ford,Thunderbird,Katha,Male,Female,52,Self-enabling,Thailand,Chaiyaphum,16.5361315,101.6612934,Red,FALSE,25/06/2009,22456.58,0.4166,36016.47,0.08,245.7,9.7
Dodge,Ram,Reginald,Male,Male,30,data-warehouse,China,Lushuihe,28.46763,119.922796,Puce,FALSE,20/06/2020,77904.79,0.5034,7662.45,0.07,139,2.4
BMW,X5,Ruthanne,Male,Female,45,non-volatile,Peru,Pueblo Nuevo,-7.1916713,-79.5139718,Pink,FALSE,06/12/2018,32668.06,0.6536,45915.04,0.14,206,4.2
Mercedes-Benz,S-Class,Alena,Male,Female,71,contingency,Thailand,Bang Na,13.6741713,100.608395,Red,FALSE,09/02/2002,18574.71,0.5007,38755.79,0.25,214.3,6.7
Kia,Sephia,Ranna,Male,Female,62,user-facing,France,Toulouse,47.785421,-3.2602564,Aquamarine,TRUE,23/06/2007,92897.1,0.6276,20297.58,0.11,200.6,8.7
GMC,Canyon,Sharon,Male,Female,75,software,China,Xincheng,34.26645,108.960747,Turquoise,FALSE,15/12/2004,30888.75,0.5836,41227.35,0.05,210.8,7.7
BMW,6 Series,Conroy,Male,Male,72,Fully-configurable,Venezuela,Aguasay,9.4234961,-63.7296742,Teal,TRUE,21/10/2017,66048.72,0.3384,28915.38,0.03,180.1,13.2
BMW,X3,Mirna,Male,Female,23,motivating,China,Liji,39.930136,119.576091,Crimson,TRUE,27/03/2020,30725.37,0.2941,7063.32,0.02,228,6
Land Rover,Range Rover,Jermayne,Female,Male,34,Multi-tiered,Indonesia,Parakanpanjang,-7.3498813,108.0861176,Pink,FALSE,25/09/2018,73004.13,0.6708,10041.86,0.13,156.8,10.7
Dodge,Ram Van 1500,Mair,Male,Female,55,mission-critical,Peru,Santa Rosa,-11.806679,-77.1657716,Indigo,FALSE,01/04/2018,34141.35,0.1343,20148.75,0.19,159.7,4.2
BMW,M6,Cecile,Male,Female,36,upward-trending,Vietnam,Bến Tre,10.1081553,106.4405872,Yellow,FALSE,19/12/2007,34961.89,0.5642,30192.98,0.17,168.1,6.8
Mitsubishi,Galant,Penn,Female,Male,33,knowledge user,Indonesia,Umpak,-8.1788865,112.5388072,Green,FALSE,14/11/2006,50108.47,0.6333,7548.31,0.25,157.8,12.9
GMC,Safari,Miles,Male,Male,65,capability,Brazil,Juazeiro do Norte,-7.22698,-39.297682,Indigo,FALSE,10/10/2005,81303.1,0.1794,8022.65,0.03,196.3,4.2
Chevrolet,Equinox,Jodie,Female,Male,24,demand-driven,Czech Republic,Studená,49.9606288,13.6430342,Indigo,FALSE,30/08/2012,26160.42,0.3569,43752.53,0.09,222.2,3.8
Hyundai,Sonata,Kitti,Female,Female,41,forecast,American Samoa,Tāfuna,-14.331296,-170.7269854,Aquamarine,FALSE,27/01/2005,91982.88,0.3334,14727.61,0.18,215.1,5.6
Honda,Accord,Gabbi,Female,Female,57,background,China,Zhaogezhuang,39.765701,118.412764,Crimson,FALSE,17/02/2013,67652.89,0.4008,9629.49,0.25,126.2,12.8
Lincoln,Town Car,Chrisy,Female,Male,54,Grass-roots,Estonia,Tabivere,58.5560583,26.6261976,Blue,FALSE,19/06/2009,87343.14,0.1289,42750.08,0.15,244.1,7
Mitsubishi,Chariot,Ashlee,Male,Female,38,Cross-platform,Russia,Uptar,59.9000274,150.8632131,Yellow,FALSE,14/01/2016,50922.74,0.1265,21053.7,0.18,167.3,4.7
Mitsubishi,Pajero,Nisse,Female,Female,27,matrices,China,Dayan,26.8718026,100.2358502,Turquoise,TRUE,21/12/2015,61697.13,0.0295,38472.91,0.17,232.8,5.9
Volvo,S90,Wye,Male,Male,54,project,China,Qingxi,22.843818,114.164223,Orange,FALSE,03/12/2019,99382.92,0.6723,47829.43,0.14,205.3,11.9
Nissan,Pathfinder,Merrilee,Female,Female,60,analyzing,China,Yanjiang,30.108216,104.677091,Mauv,TRUE,02/08/2018,51922.78,0.6225,39678.91,0.17,224.6,9.1
Jaguar,XK Series,Vern,Male,Male,54,Pre-emptive,Iran,Tehrān,35.6891975,51.3889736,Yellow,FALSE,20/01/2003,71819.33,0.621,27884.94,0.24,218.9,3.8
GMC,Yukon,Matthias,Female,Male,24,interactive,Russia,Pravdinsk,54.4413138,21.0119817,Khaki,TRUE,25/12/2006,98681.26,0.5168,26031.23,0.06,168.3,10.1
Cadillac,XLR-V,Aloysius,Female,Male,68,groupware,Philippines,Matinao,9.7532927,124.2968273,Yellow,FALSE,22/07/2002,39474.98,0.0414,43403.65,0.18,170.9,3.1
Mitsubishi,3000GT,Thia,Female,Female,25,well-modulated,China,Yanweigang,34.509325,119.751715,Goldenrod,TRUE,13/02/2011,88195.95,0.0391,2017.24,0.14,222,10.3
Buick,Riviera,Lura,Male,Female,25,Organic,China,Burgastai,44.718853,94.192003,Yellow,TRUE,05/03/2008,39210.01,0.6956,39455.93,0.11,196.6,13.4
Daewoo,Lanos,Javier,Male,Male,67,Devolved,Poland,Lubień Kujawski,52.4062515,19.1651495,Green,FALSE,25/01/2017,57497.37,0.311,28470.6,0.03,237.6,4.3
Mercedes-Benz,400SE,Sybila,Male,Female,51,asymmetric,Portugal,Ribamar,39.2022108,-9.3297345,Mauv,FALSE,02/06/2019,99256.48,0.5471,3321.11,0.22,142.3,11.1
Lexus,SC,Wynn,Female,Male,35,Right-sized,China,Changshu City,31.654375,120.752481,Turquoise,TRUE,16/02/2002,59734.67,0.1675,30861.27,0.01,127.7,10.9
GMC,Canyon,Patton,Female,Male,38,info-mediaries,Philippines,Mancilang,11.2666664,123.7333298,Fuscia,FALSE,17/12/2005,50659.2,0.6821,35853.04,0.08,199.2,10.3
Toyota,Yaris,Ilsa,Male,Female,69,systemic,Indonesia,Cinagrog Girang,-6.9547303,107.3787448,Maroon,TRUE,06/03/2006,85625.17,0.686,20082.31,0.02,150.4,6.2
Maybach,57,Brana,Male,Female,37,ability,Ukraine,Boyarka,50.317117,30.298167,Orange,TRUE,21/03/2004,63025.69,0.5566,39135.12,0.21,199.3,8.1
Porsche,928,Nicky,Male,Male,60,Open-source,United Kingdom,Ford,51.962948,-1.875716,Violet,TRUE,06/11/2007,36874.4,0.3107,34070.05,0.17,202.7,8.8
Saturn,VUE,Seka,Female,Female,58,Synergistic,Indonesia,Sapat,-0.3372032,103.3702811,Fuscia,FALSE,14/06/2013,12548.16,0.4811,46271.82,0.23,122.6,3.2
Honda,Passport,Elene,Female,Female,35,mobile,China,Shagedu,39.639488,110.606483,Aquamarine,TRUE,07/01/2019,82187.67,0.3074,38349.23,0.09,222.3,11.1
Suzuki,Grand Vitara,Stacy,Male,Female,44,system engine,Brazil,Santo Antônio do Amparo,-20.9475888,-44.913073,Turquoise,FALSE,30/03/2018,76108.94,0.1126,38338.41,0.11,174.4,8.8
Mazda,Miata MX-5,Kassi,Male,Female,33,Advanced,Philippines,Santa Monica,10.0342937,126.0415372,Purple,TRUE,03/06/2014,23871.26,0.5712,17732.2,0.1,153.3,2
Volvo,S60,Tabina,Male,Female,33,internet solution,Italy,Brescia,45.4969452,10.2740428,Fuscia,FALSE,26/04/2011,54190.33,0.4004,23330.75,0.18,164.4,11.1
Ford,E350,Tillie,Male,Female,30,modular,Philippines,Cabadiangan,7.3850041,125.7850005,Purple,FALSE,06/10/2007,93972.34,0.5829,30021.72,0.11,241.1,9.8
Dodge,Neon,Elysha,Male,Female,29,Open-architected,Brazil,Pombos,-8.1565483,-35.3685679,Violet,FALSE,17/02/2009,18265.61,0.2878,4709.77,0.07,163.1,5.5
Audi,Coupe Quattro,Gracie,Male,Female,22,Extended,Portugal,Veiga,42.0952531,-8.2507177,Turquoise,TRUE,04/10/2009,67927.14,0.413,43907.27,0.11,247.1,14.8
Mitsubishi,Galant,Alexa,Male,Female,36,firmware,Tunisia,Banī Khallād,36.6478364,10.5915072,Orange,FALSE,09/09/2015,78782.26,0.4087,17618.61,0.05,124.1,11.4
Nissan,Altima,Neila,Female,Female,74,array,France,Orléans,47.3591366,2.8002946,Goldenrod,TRUE,20/07/2020,14808.94,0.0724,33359.5,0.03,193.4,9
Land Rover,Discovery,Stanislas,Male,Male,44,exuding,Portugal,Nogueira do Cravo,40.3356039,-7.883045,Goldenrod,FALSE,29/05/2008,93906.11,0.4308,11703.28,0.03,199.7,11
Volvo,C70,Leyla,Male,Female,54,Stand-alone,China,Hushan,34.477861,110.084789,Orange,FALSE,27/01/2009,51719.04,0.1488,49473.25,0.08,156.4,10
Dodge,Dakota Club,Parnell,Male,Male,45,model,Haiti,Belle-Anse,18.2382167,-72.0690372,Yellow,TRUE,03/03/2013,44408.47,0.6851,41314.9,0.04,134,4.9
Toyota,Tacoma,Germana,Female,Female,45,complexity,Poland,Nowa Sarzyna,50.3235719,22.3273146,Green,TRUE,04/01/2014,15492.67,0.252,31174.59,0.15,190.7,12.2
Lexus,GS,Charmion,Male,Female,71,task-force,Portugal,Insua,41.9560666,-8.645463,Purple,TRUE,28/06/2011,85334.12,0.4614,39672.15,0.17,154,12.4
Nissan,Frontier,Slade,Male,Male,61,composite,Burkina Faso,Manga,11.66503,-1.0634024,Goldenrod,FALSE,12/09/2014,49418.84,0.6402,35882.7,0.2,237.4,3.6
Nissan,370Z,Zorina,Male,Female,39,full-range,Brazil,Rio de Janeiro,-22.9841765,-43.2209394,Pink,FALSE,13/04/2009,55691.43,0.2143,48125.43,0.13,228.9,8
Toyota,RAV4,Trueman,Male,Male,62,empowering,South Africa,Kruisfontein,-34.007765,24.7371099,Khaki,FALSE,03/07/2017,80449.97,0.6681,27820.19,0.23,224.1,7.7
Nissan,240SX,Carolina,Female,Female,56,dedicated,Czech Republic,Tvarožná,49.19177,16.7714628,Red,FALSE,05/08/2017,56034.31,0.4971,6161.5,0.22,209.8,10.2
Chevrolet,Camaro,Kerwin,Female,Male,32,Function-based,Portugal,Lomba do Loução,37.7574326,-25.2384711,Violet,TRUE,07/10/2002,27867.82,0.5633,30623,0.13,228.2,4.2
Nissan,Versa,Karrie,Male,Female,41,reciprocal,Bulgaria,Velingrad,42.0275439,23.9915523,Fuscia,FALSE,13/09/2005,58692.51,0.1961,7978.94,0.21,178.2,11.2
Kia,Sorento,Halli,Male,Female,27,Business-focused,Poland,Przemków,51.5021976,15.8075614,Fuscia,FALSE,03/10/2002,59872.64,0.1727,20803.57,0.06,233.9,12
Lincoln,Town Car,Rudd,Female,Male,40,Synergized,Ukraine,Korsun’-Shevchenkivs’kyy,49.41894,31.25865,Aquamarine,FALSE,22/05/2019,91857.29,0.0753,14018.51,0.07,247.7,12.7
Ford,Probe,Melody,Male,Female,30,paradigm,Portugal,Carvoeira,38.9426594,-9.3964878,Pink,FALSE,19/07/2020,82825.52,0.6521,21104.37,0.05,201.2,14.5
Ferrari,599 GTB Fiorano,Carleen,Male,Female,56,focus group,Djibouti,Goubétto,11.423197,43.0024829,Mauv,FALSE,02/01/2004,37286.62,0.4686,33938.41,0.21,193.9,5.2
Chevrolet,Corvette,Gale,Male,Female,65,protocol,Poland,Korczyna,49.7549498,21.8253619,Turquoise,TRUE,28/02/2003,50909.58,0.1234,9738.2,0.03,221.6,8.1
Volvo,XC90,Persis,Male,Female,50,human-resource,Albania,Vreshtas,40.7977541,20.776317,Puce,TRUE,18/10/2007,68845.47,0.1868,11436.02,0.1,226.8,8.4
Ford,Taurus,Shawn,Female,Male,20,neutral,Indonesia,Pesucen,-8.1574988,114.3014572,Pink,TRUE,20/05/2008,68793.2,0.4948,34135.14,0.22,214.5,8.5
Saab,9-2X,Goraud,Male,Male,38,moratorium,Czech Republic,Klatovy,49.2609439,13.3834052,Fuscia,TRUE,17/11/2014,67461.5,0.6163,19985.58,0.25,133.6,3.5
Hummer,H3,Cello,Male,Male,45,radical,Russia,Starobelokurikha,52.05206,85.08765,Yellow,FALSE,18/08/2003,36710.36,0.5935,23376.05,0.14,194.5,10.2
GMC,Sierra 2500,Doug,Female,Male,60,synergy,Poland,Klwów,51.5344639,20.6364509,Aquamarine,TRUE,06/02/2014,69398.8,0.3554,49086.88,0.09,199.9,2.8
Nissan,Pathfinder,Beaufort,Male,Male,50,Virtual,Indonesia,Comal,-6.8866676,109.5389573,Purple,FALSE,17/06/2017,81898.22,0.2048,28134.29,0.2,246.6,9.1
Nissan,Quest,Orville,Female,Male,31,intangible,China,Chengji,30.572815,104.066801,Yellow,TRUE,02/03/2017,47907.3,0.1221,45261.05,0.03,142.6,2.3
Ford,Ranger,Louie,Male,Male,43,Face to face,China,Jiwei,31.848137,117.284858,Turquoise,FALSE,21/10/2016,64328.89,0.4717,13577.18,0.19,164.7,8.5
Pontiac,Grand Am,Yves,Male,Male,43,website,Russia,Podstepki,53.516179,49.13286,Violet,TRUE,31/07/2017,22423.98,0.1485,35117.81,0.11,226,10.7
Plymouth,Grand Voyager,Skippie,Male,Male,63,Graphic Interface,China,Jishui,27.229632,115.135507,Khaki,FALSE,24/10/2009,87778.15,0.1208,16416.8,0.22,160.8,6.9
GMC,Sonoma,Cass,Female,Female,41,Enterprise-wide,Luxembourg,Bissen,49.7881321,6.0767949,Maroon,TRUE,25/06/2003,40382.84,0.1803,43253.83,0.03,122.9,3.7
Daewoo,Lanos,Reine,Male,Female,31,attitude,Indonesia,Karangasem,-8.3465933,115.5207358,Mauv,TRUE,18/02/2015,41282.59,0.6084,10159.85,0.09,194.5,4.1
Land Rover,Defender,Kurt,Female,Male,34,disintermediate,Afghanistan,Kushk,34.95578,62.233212,Indigo,TRUE,02/07/2010,59266.41,0.2568,28571.2,0.09,174.1,8.1
Subaru,SVX,Hogan,Female,Male,39,radical,China,Qianjin,46.814102,130.375062,Blue,FALSE,07/05/2013,77865.97,0.008,20249.2,0.18,154.5,14.3
Subaru,Forester,Wenonah,Male,Female,30,solution-oriented,Japan,Amagasaki,35.1844489,136.7959808,Indigo,FALSE,28/04/2017,71689.71,0.1217,15936.58,0.12,143.6,8.1
Subaru,Impreza,Archie,Female,Male,20,homogeneous,China,Cangchang,43.817071,125.323544,Teal,FALSE,18/06/2019,73455.73,0.365,48392.04,0.18,211.7,2.6
Mercury,Grand Marquis,Tallie,Female,Male,62,Enterprise-wide,China,Macun,35.256108,113.322332,Orange,FALSE,18/08/2010,33825.7,0.454,39857.13,0.12,245.3,2.2
Nissan,Maxima,Mal,Male,Male,67,optimal,Indonesia,Kembangkerang Satu,-8.5575745,116.5377213,Fuscia,TRUE,24/09/2019,57161.85,0.4292,14077.58,0.07,185.1,12.9
Saab,9000,Lea,Male,Female,42,Persevering,Vietnam,Sơn Hà,15.0431944,108.5700636,Fuscia,FALSE,21/02/2018,30281.24,0.0167,12349.06,0.12,182.6,13.9
Chrysler,Sebring,Letti,Male,Female,44,open architecture,Indonesia,Tobelo,1.7145909,127.9678652,Aquamarine,FALSE,28/07/2020,36042.19,0.3779,6419.99,0.21,137.8,13.6
